Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2021-06-21T19:45:00Z,TSLA,207.13331262,-876,Market,Filled,-181448.78185512,Liquidated 
2021-06-24T05:10:11Z,TSLA,225.069977493,828,Market On Open,Filled,186357.9413642, 
2021-06-24T19:45:00Z,TSLA,227.23331061,-828,Market,Filled,-188149.18118508,Liquidated 
2021-07-02T17:09:29Z,TSLA,226.563310677,808,Market,Filled,183063.15502702, 
2021-07-02T19:45:00Z,TSLA,225.609977439,-808,Market,Filled,-182292.86177071,Liquidated 
2021-07-03T01:21:04Z,TSLA,227.249977275,805,Market On Open,Filled,182936.23170637, 
2021-07-06T19:45:00Z,TSLA,219.726644694,-805,Market,Filled,-176879.94897867,Liquidated 
2021-07-07T20:50:07Z,TSLA,209.3333124,820,Market On Open,Filled,171653.316168, 
2021-07-08T19:45:00Z,TSLA,216.29997837,-820,Market,Filled,-177365.9822634,Liquidated 
2021-07-14T20:32:38Z,TSLA,219.456644721,-835,Market On Open,Filled,-183246.29834204, 
2021-07-15T19:45:00Z,TSLA,215.883311745,835,Market,Filled,180262.56530708,Liquidated 
2021-07-16T23:17:46Z,TSLA,209.909979009,861,Market On Open,Filled,180732.49192675, 
2021-07-19T19:45:00Z,TSLA,213.883311945,-861,Market,Filled,-184153.53158465,Liquidated 
2021-07-25T08:31:42Z,TSLA,216.709978329,878,Market On Open,Filled,190271.36097286, 
2021-07-26T19:45:00Z,TSLA,219.683311365,-878,Market,Filled,-192881.94737847,Liquidated 
2021-07-27T18:41:21Z,TSLA,214.316645235,891,Market,Filled,190956.13090439, 
2021-07-27T19:45:00Z,TSLA,214.786645188,-891,Market,Filled,-191374.90086251,Liquidated 
2021-07-27T22:00:23Z,TSLA,215.539978446,890,Market On Open,Filled,191830.58081694, 
2021-07-27T22:09:51Z,TSLA,215.539978446,-1780,Market On Open,Filled,-383661.16163388, 
2021-07-28T19:45:00Z,TSLA,216.523311681,890,Market,Filled,192705.74739609,Liquidated 
2021-07-29T08:51:26Z,TSLA,216.453311688,883,Market On Open,Filled,191128.2742205, 
2021-07-29T19:45:00Z,TSLA,225.439977456,-883,Market,Filled,-199063.50009365,Liquidated 
2021-08-01T00:18:10Z,TSLA,233.33331,866,Market On Open,Filled,202066.64646, 
2021-08-02T19:45:00Z,TSLA,236.046643062,-866,Market,Filled,-204416.39289169,Liquidated 
2021-08-04T08:16:39Z,TSLA,236.9999763,848,Market On Open,Filled,200975.9799024, 
2021-08-04T19:45:00Z,TSLA,237.039976296,-848,Market,Filled,-201009.89989901,Liquidated 
2021-08-11T21:42:00Z,TSLA,235.219976478,850,Market On Open,Filled,199936.9800063, 
2021-08-12T19:45:00Z,TSLA,239.913309342,-850,Market,Filled,-203926.3129407,Liquidated 
2021-08-30T13:02:35Z,TSLA,238.169976183,862,Market On Open,Filled,205302.51946975, 
2021-08-30T19:45:00Z,TSLA,242.663309067,-862,Market,Filled,-209175.77241575,Liquidated 
2021-08-31T11:14:07Z,TSLA,244.3333089,-856,Market On Open,Filled,-209149.3124184, 
2021-08-31T19:45:00Z,TSLA,243.626642304,856,Market,Filled,208544.40581222,Liquidated 
2021-09-01T22:39:06Z,TSLA,244.959975504,854,Market On Open,Filled,209195.81908042, 
2021-09-02T19:45:00Z,TSLA,243.529975647,-854,Market,Filled,-207974.59920254,Liquidated 
2021-09-03T05:38:51Z,TSLA,244.046642262,851,Market On Open,Filled,207683.69256496, 
2021-09-03T19:45:00Z,TSLA,243.603308973,-851,Market,Filled,-207306.41593602,Liquidated 
2021-09-11T01:30:15Z,TSLA,246.689975331,845,Market On Open,Filled,208453.02915469, 
2021-09-13T19:45:00Z,TSLA,246.849975315,-845,Market,Filled,-208588.22914117,Liquidated 
2021-09-16T22:23:57Z,TSLA,252.316641435,823,Market On Open,Filled,207656.595901, 
2021-09-17T19:45:00Z,TSLA,253.406641326,-823,Market,Filled,-208553.6658113,Liquidated 
2021-09-19T18:38:34Z,TSLA,244.709975529,823,Market On Open,Filled,201396.30986037, 
2021-09-20T19:45:00Z,TSLA,242.396642427,-823,Market,Filled,-199492.43671742,Liquidated 
2021-09-21T08:22:38Z,TSLA,244.9999755,849,Market On Open,Filled,208004.9791995, 
2021-09-21T19:45:00Z,TSLA,246.706641996,-849,Market,Filled,-209453.9390546,Liquidated 
2021-10-02T21:58:51Z,TSLA,265.449973455,805,Market On Open,Filled,213687.22863128, 
2021-10-04T19:45:00Z,TSLA,260.456640621,-805,Market,Filled,-209667.59569991,Liquidated 
2021-10-08T13:11:13Z,TSLA,265.459973454,771,Market On Open,Filled,204669.63953303, 
2021-10-08T19:45:00Z,TSLA,262.719973728,-771,Market,Filled,-202557.09974429,Liquidated 
2021-10-10T03:31:18Z,TSLA,262.646640402,-771,Market On Open,Filled,-202500.55974994, 
2021-10-11T19:36:21Z,TSLA,264.89997351,1527,Market,Filled,404502.25954977, 
2021-10-11T19:45:00Z,TSLA,264.919973508,-756,Market,Filled,-200279.49997205,Liquidated 
2021-10-22T19:33:22Z,TSLA,302.163303117,662,Market,Filled,200032.10666345, 
2021-10-22T19:45:00Z,TSLA,302.573303076,-662,Market,Filled,-200303.52663631,Liquidated 
2021-10-24T22:55:52Z,TSLA,317.16663495,661,Market On Open,Filled,209647.14570195, 
2021-10-25T19:45:00Z,TSLA,341.939965806,-661,Market,Filled,-226022.31739777,Liquidated 
2021-10-26T00:09:52Z,TSLA,341.389965861,-634,Market On Open,Filled,-216441.23835587, 
2021-10-26T00:11:25Z,TSLA,341.389965861,1268,Market On Open,Filled,432882.47671175, 
2021-10-26T16:34:45Z,TSLA,345.713298762,-1269,Market,Filled,-438710.17612898, 
2021-10-26T19:45:00Z,TSLA,339.916632675,635,Market,Filled,215847.06174863,Liquidated 
2021-10-27T05:08:51Z,TSLA,346.059965394,657,Market On Open,Filled,227361.39726386, 
2021-10-27T19:45:00Z,TSLA,346.589965341,-657,Market,Filled,-227709.60722904,Liquidated 
2021-10-28T01:40:17Z,TSLA,355.996631067,646,Market On Open,Filled,229973.82366928, 
2021-10-28T19:45:00Z,TSLA,355.896631077,-646,Market,Filled,-229909.22367574,Liquidated 
2021-10-28T19:52:54Z,TSLA,357.419964258,-625,Market,Filled,-223387.47766125, 
2021-10-29T19:45:00Z,TSLA,367.553296578,625,Market,Filled,229720.81036125,Liquidated 
2021-11-02T05:48:33Z,TSLA,386.666628,539,Market On Open,Filled,208413.312492, 
2021-11-02T19:45:00Z,TSLA,392.783294055,-539,Market,Filled,-211710.19549564,Liquidated 
2021-11-04T09:59:01Z,TSLA,411.619958838,544,Market On Open,Filled,223921.25760787, 
2021-11-04T19:45:00Z,TSLA,410.69995893,-544,Market,Filled,-223420.77765792,Liquidated 
2021-11-06T05:32:57Z,TSLA,383.073295026,539,Market On Open,Filled,206476.50601901, 
2021-11-08T20:45:00Z,TSLA,389.726627694,-539,Market,Filled,-210062.65232707,Liquidated 
2021-11-13T06:08:27Z,TSLA,339.056632761,-648,Market On Open,Filled,-219708.69802913, 
2021-11-15T20:45:00Z,TSLA,336.269966373,648,Market,Filled,217902.9382097,Liquidated 
2021-11-20T07:26:12Z,TSLA,387.313294602,594,Market On Open,Filled,230064.09699359, 
2021-11-22T20:45:00Z,TSLA,389.6666277,-594,Market,Filled,-231461.9768538,Liquidated 
2021-11-24T21:42:21Z,TSLA,366.489963351,609,Market On Open,Filled,223192.38768076, 
2021-11-26T17:45:00Z,TSLA,361.76663049,-609,Market,Filled,-220315.87796841,Liquidated 
2021-12-10T09:42:01Z,TSLA,336.249966375,668,Market On Open,Filled,224614.9775385, 
2021-12-10T20:45:00Z,TSLA,339.3332994,-668,Market,Filled,-226674.6439992,Liquidated 
2021-12-16T06:56:29Z,TSLA,331.483300185,694,Market On Open,Filled,230049.41032839, 
2021-12-16T20:45:00Z,TSLA,309.706635696,-694,Market,Filled,-214936.40517302,Liquidated 
2021-12-18T09:44:38Z,TSLA,303.483302985,678,Market On Open,Filled,205761.67942383, 
2021-12-20T20:45:00Z,TSLA,299.793303354,-678,Market,Filled,-203259.85967401,Liquidated 
2021-12-23T05:35:40Z,TSLA,335.089966491,619,Market On Open,Filled,207420.68925793, 
2021-12-23T20:45:00Z,TSLA,354.879964512,-619,Market,Filled,-219670.69803293,Liquidated 
2022-01-02T22:56:51Z,TSLA,382.846628382,626,Market On Open,Filled,239661.98936713, 
2022-01-03T20:45:00Z,TSLA,397.016626965,-626,Market,Filled,-248532.40848009,Liquidated 
2022-01-08T23:38:56Z,TSLA,333.3333,670,Market On Open,Filled,223333.311, 
2022-01-10T20:45:00Z,TSLA,349.289965071,-670,Market,Filled,-234024.27659757,Liquidated 
2022-01-19T06:38:57Z,TSLA,347.09996529,698,Market On Open,Filled,242275.77577242, 
2022-01-19T20:45:00Z,TSLA,334.279966572,-698,Market,Filled,-233327.41666726,Liquidated 
2022-02-01T10:56:40Z,TSLA,311.373302196,740,Market On Open,Filled,230416.24362504, 
2022-02-01T20:45:00Z,TSLA,309.703302363,-740,Market,Filled,-229180.44374862,Liquidated 
2022-02-06T05:27:59Z,TSLA,307.773302556,746,Market On Open,Filled,229598.88370678, 
2022-02-07T20:45:00Z,TSLA,302.916636375,-746,Market,Filled,-225975.81073575,Liquidated 
2022-02-13T06:10:43Z,TSLA,287.273304606,789,Market On Open,Filled,226658.63733413, 
2022-02-14T20:45:00Z,TSLA,291.693304164,-789,Market,Filled,-230146.0169854,Liquidated 
2022-02-14T23:00:55Z,TSLA,299.99997,786,Market On Open,Filled,235799.97642, 
2022-02-15T20:45:00Z,TSLA,305.513302782,-786,Market,Filled,-240133.45598665,Liquidated 
2022-02-17T02:47:00Z,TSLA,304.419969558,-760,Market On Open,Filled,-231359.17686408, 
2022-02-17T20:45:00Z,TSLA,292.996637367,760,Market,Filled,222677.44439892,Liquidated 
2022-03-02T08:05:19Z,TSLA,290.709970929,842,Market On Open,Filled,244777.79552222, 
2022-03-02T20:45:00Z,TSLA,293.706637296,-842,Market,Filled,-247300.98860323,Liquidated 
2022-03-05T00:17:17Z,TSLA,285.873304746,-877,Market On Open,Filled,-250710.88826224, 
2022-03-05T02:40:30Z,TSLA,285.873304746,1754,Market On Open,Filled,501421.77652448, 
2022-03-07T20:45:00Z,TSLA,269.856639681,-877,Market,Filled,-236664.27300024,Liquidated 
2022-03-14T04:48:44Z,TSLA,260.303307303,871,Market On Open,Filled,226724.18066091, 
2022-03-14T19:45:00Z,TSLA,254.643307869,-871,Market,Filled,-221794.3211539,Liquidated 
2022-03-17T10:56:52Z,TSLA,276.993305634,807,Market On Open,Filled,223533.59764664, 
2022-03-17T19:45:00Z,TSLA,290.729970927,-807,Market,Filled,-234619.08653809,Liquidated 
2022-03-20T21:25:05Z,TSLA,305.016636165,786,Market On Open,Filled,239743.07602569, 
2022-03-21T19:45:00Z,TSLA,306.683302665,-786,Market,Filled,-241053.07589469,Liquidated 
2022-03-27T19:34:42Z,TSLA,354.9999645,708,Market On Open,Filled,251339.974866, 
2022-03-28T19:45:00Z,TSLA,363.16663035,-708,Market,Filled,-257121.9742878,Liquidated 
2022-04-02T20:08:48Z,TSLA,363.16663035,-675,Market On Open,Filled,-245137.47548625, 
2022-04-04T19:45:00Z,TSLA,379.653295368,675,Market,Filled,256265.9743734,Liquidated 
2022-04-07T12:04:57Z,TSLA,350.83329825,669,Market On Open,Filled,234707.47652925, 
2022-04-07T19:45:00Z,TSLA,354.189964581,-669,Market,Filled,-236953.08630469,Liquidated 
2022-04-08T14:50:45Z,TSLA,341.319965868,689,Market,Filled,235169.45648305, 
2022-04-08T19:45:00Z,TSLA,343.63329897,-689,Market,Filled,-236763.34299033,Liquidated 
2022-04-08T22:24:08Z,TSLA,326.713300662,693,Market On Open,Filled,226412.31735877, 
2022-04-11T19:45:00Z,TSLA,325.923300741,-693,Market,Filled,-225864.84741351,Liquidated 
2022-04-21T12:27:58Z,TSLA,358.53329748,-726,Market On Open,Filled,-260295.17397048, 
2022-04-21T12:33:11Z,TSLA,358.53329748,1452,Market On Open,Filled,520590.34794096, 
2022-04-21T13:32:40Z,TSLA,358.073297526,-67,Market,Filled,-23990.910934242, 
2022-04-21T19:45:00Z,TSLA,336.016633065,-659,Market,Filled,-221434.96118984,Liquidated 
2022-04-23T03:37:14Z,TSLA,326.463300687,-661,Market On Open,Filled,-215792.24175411, 
2022-04-24T18:25:02Z,TSLA,326.463300687,1322,Market On Open,Filled,431584.48350821, 
2022-04-24T18:49:26Z,TSLA,326.463300687,-1322,Market On Open,Filled,-431584.48350821, 
2022-04-25T17:33:51Z,TSLA,332.659966734,1315,Market,Filled,437447.85625521, 
2022-04-25T19:45:00Z,TSLA,330.106633656,-654,Market,Filled,-215889.73841102,Liquidated 
2022-05-06T21:49:15Z,TSLA,278.803305453,748,Market On Open,Filled,208544.87247884, 
2022-05-09T19:45:00Z,TSLA,263.003307033,-748,Market,Filled,-196726.47366068,Liquidated 
2022-05-10T20:06:34Z,TSLA,265.336640133,765,Market On Open,Filled,202982.52970174, 
2022-05-11T19:45:00Z,TSLA,243.6666423,-765,Market,Filled,-186404.9813595,Liquidated 
2022-05-25T02:17:59Z,TSLA,207.9999792,895,Market On Open,Filled,186159.981384, 
2022-05-25T19:45:00Z,TSLA,220.736644593,-895,Market,Filled,-197559.29691073,Liquidated 
2022-05-26T23:18:01Z,TSLA,240.69997593,843,Market On Open,Filled,202910.07970899, 
2022-05-27T19:45:00Z,TSLA,252.536641413,-843,Market,Filled,-212888.38871116,Liquidated 
2022-05-28T04:13:55Z,TSLA,257.869974213,824,Market On Open,Filled,212484.85875151, 
2022-05-31T19:45:00Z,TSLA,252.043308129,-824,Market,Filled,-207683.6858983,Liquidated 
2022-06-04T09:55:22Z,TSLA,244.6666422,-869,Market On Open,Filled,-212615.3120718, 
2022-06-06T19:45:00Z,TSLA,237.926642874,869,Market,Filled,206758.25265751,Liquidated 
2022-06-09T20:24:38Z,TSLA,235.063309827,875,Market On Open,Filled,205680.39609863, 
2022-06-10T09:51:46Z,TSLA,235.063309827,-1750,Market On Open,Filled,-411360.79219725, 
2022-06-10T19:45:00Z,TSLA,232.903310043,875,Market,Filled,203790.39628762,Liquidated 
2022-06-15T11:43:13Z,TSLA,220.783311255,958,Market On Open,Filled,211510.41218229, 
2022-06-15T19:45:00Z,TSLA,232.936643373,-958,Market,Filled,-223153.30435133,Liquidated 
2022-06-20T21:54:20Z,TSLA,224.459977554,1030,Market On Open,Filled,231193.77688062, 
2022-06-21T19:45:00Z,TSLA,239.903309343,-1030,Market,Filled,-247100.40862329,Liquidated 
2022-07-06T06:47:43Z,TSLA,230.713310262,1026,Market On Open,Filled,236711.85632881, 
2022-07-06T19:45:00Z,TSLA,232.19997678,-1026,Market,Filled,-238237.17617628,Liquidated 
2022-07-08T02:02:55Z,TSLA,242.3333091,984,Market On Open,Filled,238455.9761544, 
2022-07-08T19:45:00Z,TSLA,250.969974903,-984,Market,Filled,-246954.45530455,Liquidated 
2022-07-14T01:30:41Z,TSLA,234.896643177,1051,Market On Open,Filled,246876.37197903, 
2022-07-14T19:45:00Z,TSLA,237.516642915,-1051,Market,Filled,-249629.99170367,Liquidated 
2022-07-19T11:00:39Z,TSLA,244.9999755,1047,Market On Open,Filled,256514.9743485, 
2022-07-19T19:45:00Z,TSLA,245.253308808,-1047,Market,Filled,-256780.21432198,Liquidated 
2022-07-19T19:55:23Z,TSLA,245.203308813,1028,Market,Filled,252069.00145976, 
2022-07-20T19:45:00Z,TSLA,248.083308525,-1028,Market,Filled,-255029.6411637,Liquidated 
2022-07-24T05:22:13Z,TSLA,272.206639446,937,Market On Open,Filled,255057.6211609, 
2022-07-25T06:24:01Z,TSLA,272.206639446,-1874,Market On Open,Filled,-510115.2423218, 
2022-07-25T19:45:00Z,TSLA,267.946639872,937,Market,Filled,251066.00156006,Liquidated 
2022-07-26T00:40:57Z,TSLA,266.49997335,965,Market On Open,Filled,257172.47428275, 
2022-07-26T19:45:00Z,TSLA,257.69997423,-965,Market,Filled,-248680.47513195,Liquidated 
2022-07-29T04:22:54Z,TSLA,280.769971923,892,Market On Open,Filled,250446.81495532, 
2022-07-29T19:45:00Z,TSLA,296.93330364,-892,Market,Filled,-264864.50684688,Liquidated 
2022-08-11T07:37:13Z,TSLA,296.513303682,-900,Market On Open,Filled,-266861.9733138, 
2022-08-11T19:45:00Z,TSLA,286.3333047,900,Market,Filled,257699.97423,Liquidated 
2022-08-14T21:26:51Z,TSLA,301.773303156,913,Market On Open,Filled,275519.02578143, 
2022-08-15T19:45:00Z,TSLA,310.6666356,-913,Market,Filled,-283638.6383028,Liquidated 
2022-08-16T03:33:25Z,TSLA,311.6666355,912,Market On Open,Filled,284239.971576, 
2022-08-16T19:45:00Z,TSLA,306.719969328,-912,Market,Filled,-279728.61202714,Liquidated 
2022-08-21T05:04:47Z,TSLA,292.136637453,935,Market On Open,Filled,273147.75601856, 
2022-08-22T19:45:00Z,TSLA,289.053304428,-935,Market,Filled,-270264.83964018,Liquidated 
2022-09-09T00:39:09Z,TSLA,291.6,949,Market On Open,Filled,276728.4, 
2022-09-09T19:45:00Z,TSLA,299.37,-949,Market,Filled,-284102.13,Liquidated 
2022-09-21T19:59:16Z,TSLA,301.38,936,Market,Filled,282091.68, 
2022-09-22T19:45:00Z,TSLA,289.99,-936,Market,Filled,-271430.64,Liquidated 
2022-09-23T08:19:02Z,TSLA,282.75,-940,Market On Open,Filled,-265785, 
2022-09-23T19:45:00Z,TSLA,275.74,940,Market,Filled,259195.6,Liquidated 
2022-10-01T02:03:37Z,TSLA,254.4,1048,Market On Open,Filled,266611.2, 
2022-10-03T19:45:00Z,TSLA,244.18,-1048,Market,Filled,-255900.64,Liquidated 
2022-10-10T02:21:18Z,TSLA,223.91,1198,Market On Open,Filled,268244.18, 
2022-10-10T19:45:00Z,TSLA,223.58,-1198,Market,Filled,-267848.84,Liquidated 
2022-10-11T02:30:17Z,TSLA,221,1197,Market On Open,Filled,264537, 
2022-10-11T19:45:00Z,TSLA,216.24,-1197,Market,Filled,-258839.28,Liquidated 
2022-10-13T01:19:17Z,TSLA,208.49,-1202,Market On Open,Filled,-250604.98, 
2022-10-13T19:45:00Z,TSLA,221.16,1202,Market,Filled,265834.32,Liquidated 
2022-10-17T16:14:49Z,TSLA,219.28,1122,Market,Filled,246032.16, 
2022-10-17T19:45:00Z,TSLA,219.87,-1122,Market,Filled,-246694.14,Liquidated 
2022-10-18T04:27:19Z,TSLA,229.2,1124,Market On Open,Filled,257620.8, 
2022-10-18T19:45:00Z,TSLA,220.3,-1124,Market,Filled,-247617.2,Liquidated 
2022-10-19T22:13:40Z,TSLA,208.3,1066,Market On Open,Filled,222047.8, 
2022-10-20T19:45:00Z,TSLA,207.08,-1066,Market,Filled,-220747.28,Liquidated 
2022-10-24T09:39:48Z,TSLA,205.63,1097,Market On Open,Filled,225576.11, 
2022-10-24T19:45:00Z,TSLA,211.34,-1097,Market,Filled,-231839.98,Liquidated 
2022-11-10T11:51:27Z,TSLA,189.83,1360,Market On Open,Filled,258168.8, 
2022-11-10T20:45:00Z,TSLA,189.12,-1360,Market,Filled,-257203.2,Liquidated 
2022-11-13T22:58:01Z,TSLA,192.81,1228,Market On Open,Filled,236770.68, 
2022-11-14T20:45:00Z,TSLA,191.22,-1228,Market,Filled,-234818.16,Liquidated 
2022-11-21T03:30:52Z,TSLA,175.94,1324,Market On Open,Filled,232944.56, 
2022-11-21T20:45:00Z,TSLA,167.99,-1324,Market,Filled,-222418.76,Liquidated 
2022-11-27T18:51:25Z,TSLA,179.57,1247,Market On Open,Filled,223923.79, 
2022-11-28T20:45:00Z,TSLA,183.54,-1247,Market,Filled,-228874.38,Liquidated 
2022-11-28T23:13:43Z,TSLA,185,-1274,Market On Open,Filled,-235690, 
2022-11-29T20:45:00Z,TSLA,180.63,1274,Market,Filled,230122.62,Liquidated 
2022-12-01T01:53:35Z,TSLA,197,1225,Market On Open,Filled,241325, 
2022-12-01T20:45:00Z,TSLA,194.92,-1225,Market,Filled,-238777,Liquidated 
2022-12-14T00:01:13Z,TSLA,159.34,1466,Market On Open,Filled,233592.44, 
2022-12-14T20:45:00Z,TSLA,156.91,-1466,Market,Filled,-230030.06,Liquidated 
2022-12-22T23:37:22Z,TSLA,126.45,1855,Market On Open,Filled,234564.75, 
2022-12-23T20:45:00Z,TSLA,123.29,-1855,Market,Filled,-228702.95,Liquidated 
2022-12-31T03:51:36Z,TSLA,118.33,1840,Market On Open,Filled,217727.2, 
2023-01-03T20:45:00Z,TSLA,107.99,-1840,Market,Filled,-198701.6,Liquidated 
2023-01-12T02:01:25Z,TSLA,122.5,1685,Market On Open,Filled,206412.5, 
2023-01-12T20:45:00Z,TSLA,123.11,-1685,Market,Filled,-207440.35,Liquidated 
2023-01-19T01:19:01Z,TSLA,127.32,1620,Market On Open,Filled,206258.4, 
2023-01-19T20:45:00Z,TSLA,127.31,-1620,Market,Filled,-206242.2,Liquidated 
2023-01-20T02:15:06Z,TSLA,128.37,-1640,Market On Open,Filled,-210526.8, 
2023-01-20T09:54:21Z,TSLA,128.37,3280,Market On Open,Filled,421053.6, 
2023-01-20T20:45:00Z,TSLA,133.17,-1640,Market,Filled,-218398.8,Liquidated 
2023-01-23T00:57:29Z,TSLA,135.85,1622,Market On Open,Filled,220348.7, 
2023-01-23T20:45:00Z,TSLA,142.65,-1622,Market,Filled,-231378.3,Liquidated 
2023-01-26T08:04:56Z,TSLA,159.99,1574,Market On Open,Filled,251824.26, 
2023-01-26T20:45:00Z,TSLA,159.06,-1574,Market,Filled,-250360.44,Liquidated 
2023-01-29T00:51:16Z,TSLA,178.05,1270,Market On Open,Filled,226123.5, 
2023-01-30T20:45:00Z,TSLA,168,-1270,Market,Filled,-213360,Liquidated 
2023-01-30T21:57:39Z,TSLA,164.4,1279,Market On Open,Filled,210267.6, 
2023-01-31T20:45:00Z,TSLA,172.07,-1279,Market,Filled,-220077.53,Liquidated 
2023-02-03T05:03:04Z,TSLA,184.15,1184,Market On Open,Filled,218033.6, 
2023-02-03T20:45:00Z,TSLA,189.89,-1184,Market,Filled,-224829.76,Liquidated 
2023-02-03T22:04:19Z,TSLA,193,1209,Market On Open,Filled,233337, 
2023-02-06T20:45:00Z,TSLA,194.54,-1209,Market,Filled,-235198.86,Liquidated 
2023-02-11T19:27:10Z,TSLA,194.5,1176,Market On Open,Filled,228732, 
2023-02-13T20:45:00Z,TSLA,195.39,-1176,Market,Filled,-229778.64,Liquidated 
2023-02-18T03:14:39Z,TSLA,204.99,1116,Market On Open,Filled,228768.84, 
2023-02-21T20:45:00Z,TSLA,199.11,-1116,Market,Filled,-222206.76,Liquidated 
2023-02-22T01:38:27Z,TSLA,197.7,1145,Market On Open,Filled,226366.5, 
2023-02-22T20:45:00Z,TSLA,199.25,-1145,Market,Filled,-228141.25,Liquidated 
2023-02-23T07:29:24Z,TSLA,203.86,1134,Market On Open,Filled,231177.24, 
2023-02-23T20:45:00Z,TSLA,202.58,-1134,Market,Filled,-229725.72,Liquidated 
2023-02-25T00:42:02Z,TSLA,202,-1149,Market On Open,Filled,-232098, 
2023-02-27T20:00:39Z,TSLA,208.18,2202,Market,Filled,458412.36, 
2023-02-27T20:45:00Z,TSLA,206.57,-1053,Market,Filled,-217518.21,Liquidated 
2023-03-01T05:13:29Z,TSLA,206.13,-1057,Market On Open,Filled,-217879.41, 
2023-03-01T20:45:00Z,TSLA,202.9,1057,Market,Filled,214465.3,Liquidated 
2023-03-12T08:11:28Z,TSLA,167.49,1274,Market On Open,Filled,213382.26, 
2023-03-13T19:45:00Z,TSLA,175.35,-1274,Market,Filled,-223395.9,Liquidated 
2023-03-14T08:56:17Z,TSLA,177.3,1323,Market On Open,Filled,234567.9, 
2023-03-14T19:45:00Z,TSLA,181.09,-1323,Market,Filled,-239582.07,Liquidated 
2023-03-26T00:53:44Z,TSLA,194.36,1239,Market On Open,Filled,240812.04, 
2023-03-27T19:45:00Z,TSLA,192.94,-1239,Market,Filled,-239052.66,Liquidated 
2023-03-29T11:15:59Z,TSLA,193.17,1237,Market On Open,Filled,238951.29, 
2023-03-29T19:45:00Z,TSLA,193.26,-1237,Market,Filled,-239062.62,Liquidated 
2023-04-13T08:03:34Z,TSLA,182.75,1297,Market On Open,Filled,237026.75, 
2023-04-13T19:45:00Z,TSLA,186,-1297,Market,Filled,-241242,Liquidated 
2023-04-14T05:42:33Z,TSLA,184,1282,Market On Open,Filled,235888, 
2023-04-14T10:45:00Z,TSLA,184,-2564,Market On Open,Filled,-471776, 
2023-04-14T19:45:00Z,TSLA,185.21,1282,Market,Filled,237439.22,Liquidated 
2023-04-18T06:43:05Z,TSLA,187.05,1266,Market On Open,Filled,236805.3, 
2023-04-18T19:45:00Z,TSLA,184.85,-1266,Market,Filled,-234020.1,Liquidated 
2023-04-23T22:03:58Z,TSLA,164.64,-1418,Market On Open,Filled,-233459.52, 
2023-04-24T19:45:00Z,TSLA,162.81,1418,Market,Filled,230864.58,Liquidated 
2023-04-25T03:04:02Z,TSLA,159.86,1456,Market On Open,Filled,232756.16, 
2023-04-25T19:45:00Z,TSLA,161.14,-1456,Market,Filled,-234619.84,Liquidated 
2023-05-08T21:44:32Z,TSLA,168.77,1388,Market On Open,Filled,234252.76, 
2023-05-09T19:45:00Z,TSLA,168.87,-1388,Market,Filled,-234391.56,Liquidated 
2023-05-10T07:42:27Z,TSLA,172.51,1410,Market On Open,Filled,243239.1, 
2023-05-10T19:45:00Z,TSLA,169.35,-1410,Market,Filled,-238783.5,Liquidated 
2023-05-11T13:16:45Z,TSLA,168.7,1389,Market On Open,Filled,234324.3, 
2023-05-11T19:45:00Z,TSLA,171.48,-1389,Market,Filled,-238185.72,Liquidated 
2023-05-14T06:29:48Z,TSLA,167.61,1417,Market On Open,Filled,237503.37, 
2023-05-15T19:45:00Z,TSLA,165.66,-1417,Market,Filled,-234740.22,Liquidated 
2023-05-17T21:43:07Z,TSLA,174.28,1353,Market On Open,Filled,235800.84, 
2023-05-18T19:45:00Z,TSLA,176.49,-1353,Market,Filled,-238790.97,Liquidated 
2023-06-01T21:56:17Z,TSLA,210,1148,Market On Open,Filled,241080, 
2023-06-02T19:45:00Z,TSLA,214.83,-1148,Market,Filled,-246624.84,Liquidated 
2023-06-03T07:43:08Z,TSLA,217.69,1139,Market On Open,Filled,247948.91, 
2023-06-05T19:45:00Z,TSLA,217.97,-1139,Market,Filled,-248267.83,Liquidated 
2023-06-10T06:12:08Z,TSLA,248,998,Market On Open,Filled,247504, 
2023-06-12T19:45:00Z,TSLA,249.44,-998,Market,Filled,-248941.12,Liquidated 
2023-06-20T23:30:22Z,TSLA,275,894,Market On Open,Filled,245850, 
2023-06-21T19:45:00Z,TSLA,261.18,-894,Market,Filled,-233494.92,Liquidated 
2023-06-22T03:26:28Z,TSLA,250.61,898,Market On Open,Filled,225047.78, 
2023-06-22T19:45:00Z,TSLA,264.02,-898,Market,Filled,-237089.96,Liquidated 
